192,Rwanda,Kigali,Africa,AF,RWF,RWA,49518,http://localhost:5000/get_country/Rwanda,http://localhost:5000/get_country/continent/Africa
193,Saudi Arabia,Riyadh,Asia,AS,SAR,SAU,102358,http://localhost:5000/get_country/Saudi%20Arabia,http://localhost:5000/get_country/continent/Asia
194,Solomon Islands,Honiara,Oceania,OC,SBD,SLB,2103350,http://localhost:5000/get_country/Solomon%20Islands,http://localhost:5000/get_country/continent/Oceania
195,Seychelles,Victoria,Africa,AF,SCR,SYC,241170,http://localhost:5000/get_country/Seychelles,http://localhost:5000/get_country/continent/Africa
196,Sudan,Khartoum,Africa,AF,SDG,SDN,366755,http://localhost:5000/get_country/Sudan,http://localhost:5000/get_country/continent/Africa
197,Sweden,Stockholm,Europe,EU,SEK,SWE,2661886,http://localhost:5000/get_country/Sweden,http://localhost:5000/get_country/continent/Europe
198,Singapore,Singapore,Asia,AS,SGD,SGP,1880251,http://localhost:5000/get_country/Singapore,http://localhost:5000/get_country/continent/Asia
199,Saint Helena,Jamestown,Africa,AF,SHP,SHN,3370751,http://localhost:5000/get_country/Saint%20Helena,http://localhost:5000/get_country/continent/Africa
200,Slovenia,Ljubljana,Europe,EU,EUR,SVN,3190538,http://localhost:5000/get_country/Slovenia,http://localhost:5000/get_country/continent/Europe
201,Svalbard and Jan Mayen,Longyearbyen,Europe,EU,NOK,SJM,607072,http://localhost:5000/get_country/Svalbard%20and%20Jan%20Mayen,http://localhost:5000/get_country/continent/Europe
202,Slovakia,Bratislava,Europe,EU,EUR,SVK,3057568,http://localhost:5000/get_country/Slovakia,http://localhost:5000/get_country/continent/Europe
203,Sierra Leone,Freetown,Africa,AF,SLL,SLE,2403846,http://localhost:5000/get_country/Sierra%20Leone,http://localhost:5000/get_country/continent/Africa
204,San Marino,San Marino,Europe,EU,EUR,SMR,3168068,http://localhost:5000/get_country/San%20Marino,http://localhost:5000/get_country/continent/Europe
205,Senegal,Dakar,Africa,AF,XOF,SEN,2245662,http://localhost:5000/get_country/Senegal,http://localhost:5000/get_country/continent/Africa
206,Somalia,Mogadishu,Africa,AF,SOS,SOM,51537,http://localhost:5000/get_country/Somalia,http://localhost:5000/get_country/continent/Africa
207,Suriname,Paramaribo,South America,SA,SRD,SUR,3382998,http://localhost:5000/get_country/Suriname,http://localhost:5000/get_country/continent/South%20America
208,South Sudan,Juba,Africa,AF,SSP,SSD,7909807,http://localhost:5000/get_country/South%20Sudan,http://localhost:5000/get_country/continent/Africa
209,São Tomé and Príncipe,São Tomé,Africa,AF,STD,STP,2410758,http://localhost:5000/get_country/São%20Tomé%20and%20Príncipe,http://localhost:5000/get_country/continent/Africa
210,El Salvador,San Salvador,North America,NA,USD,SLV,3585968,http://localhost:5000/get_country/El%20Salvador,http://localhost:5000/get_country/continent/North%20America
211,Sint Maarten,Philipsburg,North America,NA,ANG,SXM,7609695,http://localhost:5000/get_country/Sint%20Maarten,http://localhost:5000/get_country/continent/North%20America
212,Syria,Damascus,Asia,AS,SYP,SYR,163843,http://localhost:5000/get_country/Syria,http://localhost:5000/get_country/continent/Asia
213,Swaziland,Mbabane,Africa,AF,SZL,SWZ,934841,http://localhost:5000/get_country/Swaziland,http://localhost:5000/get_country/continent/Africa
214,Turks and Caicos Islands,Cockburn Town,North America,NA,USD,TCA,3576916,http://localhost:5000/get_country/Turks%20and%20Caicos%20Islands,http://localhost:5000/get_country/continent/North%20America
215,Chad,N\Djamena,Africa,AF,XAF,TCD,2434508,http://localhost:5000/get_country/Chad,http://localhost:5000/get_country/continent/Africa
216,French Southern Territories,Port-aux-Français,Antarctica,AN,EUR,ATF,1546748,http://localhost:5000/get_country/French%20Southern%20Territories,http://localhost:5000/get_country/continent/Antarctica
217,Togo,Lomé,Africa,AF,XOF,TGO,2363686,http://localhost:5000/get_country/Togo,http://localhost:5000/get_country/continent/Africa
218,Thailand,Bangkok,Asia,AS,THB,THA,1605651,http://localhost:5000/get_country/Thailand,http://localhost:5000/get_country/continent/Asia
219,Tajikistan,Dushanbe,Asia,AS,TJS,TJK,1220409,http://localhost:5000/get_country/Tajikistan,http://localhost:5000/get_country/continent/Asia
220,Tokelau,Nukunonu,Oceania,OC,NZD,TKL,4031074,http://localhost:5000/get_country/Tokelau,http://localhost:5000/get_country/continent/Oceania
221,East Timor,Dili,Oceania,OC,USD,TLS,1966436,http://localhost:5000/get_country/East%20Timor,http://localhost:5000/get_country/continent/Oceania
222,Turkmenistan,Ashgabat,Asia,AS,TMT,TKM,1218197,http://localhost:5000/get_country/Turkmenistan,http://localhost:5000/get_country/continent/Asia
223,Tunisia,Tunis,Africa,AF,TND,TUN,2464461,http://localhost:5000/get_country/Tunisia,http://localhost:5000/get_country/continent/Africa
224,Tonga,Nuku\alofa,Oceania,OC,TOP,TON,4032283,http://localhost:5000/get_country/Tonga,http://localhost:5000/get_country/continent/Oceania
225,Turkey,Ankara,Asia,AS,TRY,TUR,298795,http://localhost:5000/get_country/Turkey,http://localhost:5000/get_country/continent/Asia
226,Trinidad and Tobago,Port of Spain,North America,NA,TTD,TTO,3573591,http://localhost:5000/get_country/Trinidad%20and%20Tobago,http://localhost:5000/get_country/continent/North%20America
227,Tuvalu,Funafuti,Oceania,OC,AUD,TUV,2110297,http://localhost:5000/get_country/Tuvalu,http://localhost:5000/get_country/continent/Oceania
228,Taiwan,Taipei,Asia,AS,TWD,TWN,1668284,http://localhost:5000/get_country/Taiwan,http://localhost:5000/get_country/continent/Asia
229,Tanzania,Dodoma,Africa,AF,TZS,TZA,149590,http://localhost:5000/get_country/Tanzania,http://localhost:5000/get_country/continent/Africa
230,Ukraine,Kyiv,Europe,EU,UAH,UKR,690791,http://localhost:5000/get_country/Ukraine,http://localhost:5000/get_country/continent/Europe
231,Uganda,Kampala,Africa,AF,UGX,UGA,226074,http://localhost:5000/get_country/Uganda,http://localhost:5000/get_country/continent/Africa
232,U.S. Minor Outlying Islands,Washington D C,Oceania,OC,USD,UMI,5854968,http://localhost:5000/get_country/U.S.%20Minor%20Outlying%20Islands,http://localhost:5000/get_country/continent/Oceania
233,United States,Washington,North America,NA,USD,USA,6252001,http://localhost:5000/get_country/United%20States,http://localhost:5000/get_country/continent/North%20America
234,Uruguay,Montevideo,South America,SA,UYU,URY,3439705,http://localhost:5000/get_country/Uruguay,http://localhost:5000/get_country/continent/South%20America
235,Uzbekistan,Tashkent,Asia,AS,UZS,UZB,1512440,http://localhost:5000/get_country/Uzbekistan,http://localhost:5000/get_country/continent/Asia
236,Vatican City,Vatican,Europe,EU,EUR,VAT,3164670,http://localhost:5000/get_country/Vatican%20City,http://localhost:5000/get_country/continent/Europe
237,Saint Vincent and the Grenadines,Kingstown,North America,NA,XCD,VCT,3577815,http://localhost:5000/get_country/Saint%20Vincent%20and%20the%20Grenadines,http://localhost:5000/get_country/continent/North%20America
238,Venezuela,Caracas,South America,SA,VEF,VEN,3625428,http://localhost:5000/get_country/Venezuela,http://localhost:5000/get_country/continent/South%20America
239,British Virgin Islands,Road Town,North America,NA,USD,VGB,3577718,http://localhost:5000/get_country/British%20Virgin%20Islands,http://localhost:5000/get_country/continent/North%20America
240,U.S. Virgin Islands,Charlotte Amalie,North America,NA,USD,VIR,4796775,http://localhost:5000/get_country/U.S.%20Virgin%20Islands,http://localhost:5000/get_country/continent/North%20America
241,Vietnam,Hanoi,Asia,AS,VND,VNM,1562822,http://localhost:5000/get_country/Vietnam,http://localhost:5000/get_country/continent/Asia
242,Vanuatu,Port Vila,Oceania,OC,VUV,VUT,2134431,http://localhost:5000/get_country/Vanuatu,http://localhost:5000/get_country/continent/Oceania
243,Wallis and Futuna,Mata-Utu,Oceania,OC,XPF,WLF,4034749,http://localhost:5000/get_country/Wallis%20and%20Futuna,http://localhost:5000/get_country/continent/Oceania
244,Samoa,Apia,Oceania,OC,WST,WSM,4034894,http://localhost:5000/get_country/Samoa,http://localhost:5000/get_country/continent/Oceania
245,Kosovo,Pristina,Europe,EU,EUR,XKX,831053,http://localhost:5000/get_country/Kosovo,http://localhost:5000/get_country/continent/Europe
246,Yemen,Sanaa,Asia,AS,YER,YEM,69543,http://localhost:5000/get_country/Yemen,http://localhost:5000/get_country/continent/Asia
247,Mayotte,Mamoutzou,Africa,AF,EUR,MYT,1024031,http://localhost:5000/get_country/Mayotte,http://localhost:5000/get_country/continent/Africa
248,South Africa,Pretoria,Africa,AF,ZAR,ZAF,953987,http://localhost:5000/get_country/South%20Africa,http://localhost:5000/get_country/continent/Africa
249,Zambia,Lusaka,Africa,AF,ZMW,ZMB,895949,http://localhost:5000/get_country/Zambia,http://localhost:5000/get_country/continent/Africa
250,Zimbabwe,Harare,Africa,AF,ZWL,ZWE,878675,http://localhost:5000/get_country/Zimbabwe,http://localhost:5000/get_country/continent/Africa
